county_fips,in.county,county_name,state_name,county_state_name
22011,G2200110,Beauregard Parish,Louisiana,"Beauregard Parish, Louisiana"
22013,G2200130,Bienville Parish,Louisiana,"Bienville Parish, Louisiana"
22015,G2200150,Bossier Parish,Louisiana,"Bossier Parish, Louisiana"
22017,G2200170,Caddo Parish,Louisiana,"Caddo Parish, Louisiana"
22019,G2200190,Calcasieu Parish,Louisiana,"Calcasieu Parish, Louisiana"
22021,G2200210,Caldwell Parish,Louisiana,"Caldwell Parish, Louisiana"
22023,G2200230,Cameron Parish,Louisiana,"Cameron Parish, Louisiana"
22025,G2200250,Catahoula Parish,Louisiana,"Catahoula Parish, Louisiana"
22027,G2200270,Claiborne Parish,Louisiana,"Claiborne Parish, Louisiana"
22029,G2200290,Concordia Parish,Louisiana,"Concordia Parish, Louisiana"
22031,G2200310,De Soto Parish,Louisiana,"De Soto Parish, Louisiana"
22033,G2200330,East Baton Rouge Parish,Louisiana,"East Baton Rouge Parish, Louisiana"
22035,G2200350,East Carroll Parish,Louisiana,"East Carroll Parish, Louisiana"
22037,G2200370,East Feliciana Parish,Louisiana,"East Feliciana Parish, Louisiana"
22039,G2200390,Evangeline Parish,Louisiana,"Evangeline Parish, Louisiana"
22041,G2200410,Franklin Parish,Louisiana,"Franklin Parish, Louisiana"
22043,G2200430,Grant Parish,Louisiana,"Grant Parish, Louisiana"
22045,G2200450,Iberia Parish,Louisiana,"Iberia Parish, Louisiana"
22047,G2200470,Iberville Parish,Louisiana,"Iberville Parish, Louisiana"
22049,G2200490,Jackson Parish,Louisiana,"Jackson Parish, Louisiana"
22051,G2200510,Jefferson Parish,Louisiana,"Jefferson Parish, Louisiana"
22053,G2200530,Jefferson Davis Parish,Louisiana,"Jefferson Davis Parish, Louisiana"
22055,G2200550,Lafayette Parish,Louisiana,"Lafayette Parish, Louisiana"
22057,G2200570,Lafourche Parish,Louisiana,"Lafourche Parish, Louisiana"
22059,G2200590,La Salle Parish,Louisiana,"La Salle Parish, Louisiana"
22061,G2200610,Lincoln Parish,Louisiana,"Lincoln Parish, Louisiana"
22063,G2200630,Livingston Parish,Louisiana,"Livingston Parish, Louisiana"
22065,G2200650,Madison Parish,Louisiana,"Madison Parish, Louisiana"
22067,G2200670,Morehouse Parish,Louisiana,"Morehouse Parish, Louisiana"
22069,G2200690,Natchitoches Parish,Louisiana,"Natchitoches Parish, Louisiana"
22071,G2200710,Orleans Parish,Louisiana,"Orleans Parish, Louisiana"
22073,G2200730,Ouachita Parish,Louisiana,"Ouachita Parish, Louisiana"
22075,G2200750,Plaquemines Parish,Louisiana,"Plaquemines Parish, Louisiana"
22077,G2200770,Pointe Coupee Parish,Louisiana,"Pointe Coupee Parish, Louisiana"
22079,G2200790,Rapides Parish,Louisiana,"Rapides Parish, Louisiana"
22081,G2200810,Red River Parish,Louisiana,"Red River Parish, Louisiana"
22083,G2200830,Richland Parish,Louisiana,"Richland Parish, Louisiana"
22085,G2200850,Sabine Parish,Louisiana,"Sabine Parish, Louisiana"
22087,G2200870,St. Bernard Parish,Louisiana,"St. Bernard Parish, Louisiana"
22089,G2200890,St. Charles Parish,Louisiana,"St. Charles Parish, Louisiana"
22091,G2200910,St. Helena Parish,Louisiana,"St. Helena Parish, Louisiana"
22093,G2200930,St. James Parish,Louisiana,"St. James Parish, Louisiana"
22095,G2200950,St. John the Baptist Parish,Louisiana,"St. John the Baptist Parish, Louisiana"
22097,G2200970,St. Landry Parish,Louisiana,"St. Landry Parish, Louisiana"
22099,G2200990,St. Martin Parish,Louisiana,"St. Martin Parish, Louisiana"
22101,G2201010,St. Mary Parish,Louisiana,"St. Mary Parish, Louisiana"
22103,G2201030,St. Tammany Parish,Louisiana,"St. Tammany Parish, Louisiana"
22105,G2201050,Tangipahoa Parish,Louisiana,"Tangipahoa Parish, Louisiana"
22107,G2201070,Tensas Parish,Louisiana,"Tensas Parish, Louisiana"
22109,G2201090,Terrebonne Parish,Louisiana,"Terrebonne Parish, Louisiana"
22111,G2201110,Union Parish,Louisiana,"Union Parish, Louisiana"
22113,G2201130,Vermilion Parish,Louisiana,"Vermilion Parish, Louisiana"
22115,G2201150,Vernon Parish,Louisiana,"Vernon Parish, Louisiana"
22117,G2201170,Washington Parish,Louisiana,"Washington Parish, Louisiana"
22119,G2201190,Webster Parish,Louisiana,"Webster Parish, Louisiana"
22121,G2201210,West Baton Rouge Parish,Louisiana,"West Baton Rouge Parish, Louisiana"
22123,G2201230,West Carroll Parish,Louisiana,"West Carroll Parish, Louisiana"
22125,G2201250,West Feliciana Parish,Louisiana,"West Feliciana Parish, Louisiana"
22127,G2201270,Winn Parish,Louisiana,"Winn Parish, Louisiana"
23001,G2300010,Androscoggin County,Maine,"Androscoggin County, Maine"
23003,G2300030,Aroostook County,Maine,"Aroostook County, Maine"
23005,G2300050,Cumberland County,Maine,"Cumberland County, Maine"
23007,G2300070,Franklin County,Maine,"Franklin County, Maine"
23009,G2300090,Hancock County,Maine,"Hancock County, Maine"
23011,G2300110,Kennebec County,Maine,"Kennebec County, Maine"
23013,G2300130,Knox County,Maine,"Knox County, Maine"
23015,G2300150,Lincoln County,Maine,"Lincoln County, Maine"
23017,G2300170,Oxford County,Maine,"Oxford County, Maine"
23019,G2300190,Penobscot County,Maine,"Penobscot County, Maine"
23021,G2300210,Piscataquis County,Maine,"Piscataquis County, Maine"
23023,G2300230,Sagadahoc County,Maine,"Sagadahoc County, Maine"
23025,G2300250,Somerset County,Maine,"Somerset County, Maine"
23027,G2300270,Waldo County,Maine,"Waldo County, Maine"
23029,G2300290,Washington County,Maine,"Washington County, Maine"
23031,G2300310,York County,Maine,"York County, Maine"
24001,G2400010,Allegany County,Maryland,"Allegany County, Maryland"
24003,G2400030,Anne Arundel County,Maryland,"Anne Arundel County, Maryland"
24005,G2400050,Baltimore County,Maryland,"Baltimore County, Maryland"
24009,G2400090,Calvert County,Maryland,"Calvert County, Maryland"
24011,G2400110,Caroline County,Maryland,"Caroline County, Maryland"
24013,G2400130,Carroll County,Maryland,"Carroll County, Maryland"
24015,G2400150,Cecil County,Maryland,"Cecil County, Maryland"
24017,G2400170,Charles County,Maryland,"Charles County, Maryland"
24019,G2400190,Dorchester County,Maryland,"Dorchester County, Maryland"
24021,G2400210,Frederick County,Maryland,"Frederick County, Maryland"
24023,G2400230,Garrett County,Maryland,"Garrett County, Maryland"
24025,G2400250,Harford County,Maryland,"Harford County, Maryland"
24027,G2400270,Howard County,Maryland,"Howard County, Maryland"
24029,G2400290,Kent County,Maryland,"Kent County, Maryland"
24031,G2400310,Montgomery County,Maryland,"Montgomery County, Maryland"
24033,G2400330,Prince George,Maryland,"Prince George, Maryland"
24035,G2400350,Queen Anne,Maryland,"Queen Anne, Maryland"
24037,G2400370,St. Mary,Maryland,"St. Mary, Maryland"
24039,G2400390,Somerset County,Maryland,"Somerset County, Maryland"
24041,G2400410,Talbot County,Maryland,"Talbot County, Maryland"
24043,G2400430,Washington County,Maryland,"Washington County, Maryland"
24045,G2400450,Wicomico County,Maryland,"Wicomico County, Maryland"
24047,G2400470,Worcester County,Maryland,"Worcester County, Maryland"
24510,G2405100,Baltimore city,Maryland,"Baltimore city, Maryland"
25001,G2500010,Barnstable County,Massachusetts,"Barnstable County, Massachusetts"
25003,G2500030,Berkshire County,Massachusetts,"Berkshire County, Massachusetts"
25005,G2500050,Bristol County,Massachusetts,"Bristol County, Massachusetts"
25007,G2500070,Dukes County,Massachusetts,"Dukes County, Massachusetts"
25009,G2500090,Essex County,Massachusetts,"Essex County, Massachusetts"
25011,G2500110,Franklin County,Massachusetts,"Franklin County, Massachusetts"
25013,G2500130,Hampden County,Massachusetts,"Hampden County, Massachusetts"
25015,G2500150,Hampshire County,Massachusetts,"Hampshire County, Massachusetts"
25017,G2500170,Middlesex County,Massachusetts,"Middlesex County, Massachusetts"
25019,G2500190,Nantucket County,Massachusetts,"Nantucket County, Massachusetts"
25021,G2500210,Norfolk County,Massachusetts,"Norfolk County, Massachusetts"
25023,G2500230,Plymouth County,Massachusetts,"Plymouth County, Massachusetts"
25025,G2500250,Suffolk County,Massachusetts,"Suffolk County, Massachusetts"
25027,G2500270,Worcester County,Massachusetts,"Worcester County, Massachusetts"
26001,G2600010,Alcona County,Michigan,"Alcona County, Michigan"
26003,G2600030,Alger County,Michigan,"Alger County, Michigan"
26005,G2600050,Allegan County,Michigan,"Allegan County, Michigan"
26007,G2600070,Alpena County,Michigan,"Alpena County, Michigan"
26009,G2600090,Antrim County,Michigan,"Antrim County, Michigan"
26011,G2600110,Arenac County,Michigan,"Arenac County, Michigan"
26013,G2600130,Baraga County,Michigan,"Baraga County, Michigan"
26015,G2600150,Barry County,Michigan,"Barry County, Michigan"
26017,G2600170,Bay County,Michigan,"Bay County, Michigan"
26019,G2600190,Benzie County,Michigan,"Benzie County, Michigan"
26021,G2600210,Berrien County,Michigan,"Berrien County, Michigan"
26023,G2600230,Branch County,Michigan,"Branch County, Michigan"
26025,G2600250,Calhoun County,Michigan,"Calhoun County, Michigan"
26027,G2600270,Cass County,Michigan,"Cass County, Michigan"
26029,G2600290,Charlevoix County,Michigan,"Charlevoix County, Michigan"
26031,G2600310,Cheboygan County,Michigan,"Cheboygan County, Michigan"
26033,G2600330,Chippewa County,Michigan,"Chippewa County, Michigan"
26035,G2600350,Clare County,Michigan,"Clare County, Michigan"
26037,G2600370,Clinton County,Michigan,"Clinton County, Michigan"
26039,G2600390,Crawford County,Michigan,"Crawford County, Michigan"
26041,G2600410,Delta County,Michigan,"Delta County, Michigan"
26043,G2600430,Dickinson County,Michigan,"Dickinson County, Michigan"
26045,G2600450,Eaton County,Michigan,"Eaton County, Michigan"
26047,G2600470,Emmet County,Michigan,"Emmet County, Michigan"
26049,G2600490,Genesee County,Michigan,"Genesee County, Michigan"
26051,G2600510,Gladwin County,Michigan,"Gladwin County, Michigan"
26053,G2600530,Gogebic County,Michigan,"Gogebic County, Michigan"
26055,G2600550,Grand Traverse County,Michigan,"Grand Traverse County, Michigan"
26057,G2600570,Gratiot County,Michigan,"Gratiot County, Michigan"
26059,G2600590,Hillsdale County,Michigan,"Hillsdale County, Michigan"
26061,G2600610,Houghton County,Michigan,"Houghton County, Michigan"
26063,G2600630,Huron County,Michigan,"Huron County, Michigan"
26065,G2600650,Ingham County,Michigan,"Ingham County, Michigan"
26067,G2600670,Ionia County,Michigan,"Ionia County, Michigan"
26069,G2600690,Iosco County,Michigan,"Iosco County, Michigan"
26071,G2600710,Iron County,Michigan,"Iron County, Michigan"
26073,G2600730,Isabella County,Michigan,"Isabella County, Michigan"
26075,G2600750,Jackson County,Michigan,"Jackson County, Michigan"
26077,G2600770,Kalamazoo County,Michigan,"Kalamazoo County, Michigan"
26079,G2600790,Kalkaska County,Michigan,"Kalkaska County, Michigan"
26081,G2600810,Kent County,Michigan,"Kent County, Michigan"
26083,G2600830,Keweenaw County,Michigan,"Keweenaw County, Michigan"
26085,G2600850,Lake County,Michigan,"Lake County, Michigan"
26087,G2600870,Lapeer County,Michigan,"Lapeer County, Michigan"
26089,G2600890,Leelanau County,Michigan,"Leelanau County, Michigan"
26091,G2600910,Lenawee County,Michigan,"Lenawee County, Michigan"
26093,G2600930,Livingston County,Michigan,"Livingston County, Michigan"
26095,G2600950,Luce County,Michigan,"Luce County, Michigan"
26097,G2600970,Mackinac County,Michigan,"Mackinac County, Michigan"
26099,G2600990,Macomb County,Michigan,"Macomb County, Michigan"
26101,G2601010,Manistee County,Michigan,"Manistee County, Michigan"
26103,G2601030,Marquette County,Michigan,"Marquette County, Michigan"
26105,G2601050,Mason County,Michigan,"Mason County, Michigan"
26107,G2601070,Mecosta County,Michigan,"Mecosta County, Michigan"
26109,G2601090,Menominee County,Michigan,"Menominee County, Michigan"
26111,G2601110,Midland County,Michigan,"Midland County, Michigan"
26113,G2601130,Missaukee County,Michigan,"Missaukee County, Michigan"
26115,G2601150,Monroe County,Michigan,"Monroe County, Michigan"
26117,G2601170,Montcalm County,Michigan,"Montcalm County, Michigan"
26119,G2601190,Montmorency County,Michigan,"Montmorency County, Michigan"
26121,G2601210,Muskegon County,Michigan,"Muskegon County, Michigan"
26123,G2601230,Newaygo County,Michigan,"Newaygo County, Michigan"
26125,G2601250,Oakland County,Michigan,"Oakland County, Michigan"
26127,G2601270,Oceana County,Michigan,"Oceana County, Michigan"
26129,G2601290,Ogemaw County,Michigan,"Ogemaw County, Michigan"
26131,G2601310,Ontonagon County,Michigan,"Ontonagon County, Michigan"
26133,G2601330,Osceola County,Michigan,"Osceola County, Michigan"
26135,G2601350,Oscoda County,Michigan,"Oscoda County, Michigan"
26137,G2601370,Otsego County,Michigan,"Otsego County, Michigan"
26139,G2601390,Ottawa County,Michigan,"Ottawa County, Michigan"
26141,G2601410,Presque Isle County,Michigan,"Presque Isle County, Michigan"
26143,G2601430,Roscommon County,Michigan,"Roscommon County, Michigan"
26145,G2601450,Saginaw County,Michigan,"Saginaw County, Michigan"
26147,G2601470,St. Clair County,Michigan,"St. Clair County, Michigan"
26149,G2601490,St. Joseph County,Michigan,"St. Joseph County, Michigan"
26151,G2601510,Sanilac County,Michigan,"Sanilac County, Michigan"
26153,G2601530,Schoolcraft County,Michigan,"Schoolcraft County, Michigan"
26155,G2601550,Shiawassee County,Michigan,"Shiawassee County, Michigan"
26157,G2601570,Tuscola County,Michigan,"Tuscola County, Michigan"
26159,G2601590,Van Buren County,Michigan,"Van Buren County, Michigan"
26161,G2601610,Washtenaw County,Michigan,"Washtenaw County, Michigan"
26163,G2601630,Wayne County,Michigan,"Wayne County, Michigan"
26165,G2601650,Wexford County,Michigan,"Wexford County, Michigan"
27001,G2700010,Aitkin County,Minnesota,"Aitkin County, Minnesota"
27003,G2700030,Anoka County,Minnesota,"Anoka County, Minnesota"
27005,G2700050,Becker County,Minnesota,"Becker County, Minnesota"
27007,G2700070,Beltrami County,Minnesota,"Beltrami County, Minnesota"
27009,G2700090,Benton County,Minnesota,"Benton County, Minnesota"
27011,G2700110,Big Stone County,Minnesota,"Big Stone County, Minnesota"
27013,G2700130,Blue Earth County,Minnesota,"Blue Earth County, Minnesota"
27015,G2700150,Brown County,Minnesota,"Brown County, Minnesota"
27017,G2700170,Carlton County,Minnesota,"Carlton County, Minnesota"
27019,G2700190,Carver County,Minnesota,"Carver County, Minnesota"
27021,G2700210,Cass County,Minnesota,"Cass County, Minnesota"
27023,G2700230,Chippewa County,Minnesota,"Chippewa County, Minnesota"
27025,G2700250,Chisago County,Minnesota,"Chisago County, Minnesota"
27027,G2700270,Clay County,Minnesota,"Clay County, Minnesota"
27029,G2700290,Clearwater County,Minnesota,"Clearwater County, Minnesota"
27031,G2700310,Cook County,Minnesota,"Cook County, Minnesota"
27033,G2700330,Cottonwood County,Minnesota,"Cottonwood County, Minnesota"
27035,G2700350,Crow Wing County,Minnesota,"Crow Wing County, Minnesota"
27037,G2700370,Dakota County,Minnesota,"Dakota County, Minnesota"
27039,G2700390,Dodge County,Minnesota,"Dodge County, Minnesota"
27041,G2700410,Douglas County,Minnesota,"Douglas County, Minnesota"
27043,G2700430,Faribault County,Minnesota,"Faribault County, Minnesota"
27045,G2700450,Fillmore County,Minnesota,"Fillmore County, Minnesota"
27047,G2700470,Freeborn County,Minnesota,"Freeborn County, Minnesota"
27049,G2700490,Goodhue County,Minnesota,"Goodhue County, Minnesota"
27051,G2700510,Grant County,Minnesota,"Grant County, Minnesota"
27053,G2700530,Hennepin County,Minnesota,"Hennepin County, Minnesota"
27055,G2700550,Houston County,Minnesota,"Houston County, Minnesota"
27057,G2700570,Hubbard County,Minnesota,"Hubbard County, Minnesota"
27059,G2700590,Isanti County,Minnesota,"Isanti County, Minnesota"
27061,G2700610,Itasca County,Minnesota,"Itasca County, Minnesota"
27063,G2700630,Jackson County,Minnesota,"Jackson County, Minnesota"
27065,G2700650,Kanabec County,Minnesota,"Kanabec County, Minnesota"
27067,G2700670,Kandiyohi County,Minnesota,"Kandiyohi County, Minnesota"
27069,G2700690,Kittson County,Minnesota,"Kittson County, Minnesota"
27071,G2700710,Koochiching County,Minnesota,"Koochiching County, Minnesota"
27073,G2700730,Lac qui Parle County,Minnesota,"Lac qui Parle County, Minnesota"
27075,G2700750,Lake County,Minnesota,"Lake County, Minnesota"
27077,G2700770,Lake of the Woods County,Minnesota,"Lake of the Woods County, Minnesota"
27079,G2700790,Le Sueur County,Minnesota,"Le Sueur County, Minnesota"
27081,G2700810,Lincoln County,Minnesota,"Lincoln County, Minnesota"
27083,G2700830,Lyon County,Minnesota,"Lyon County, Minnesota"
27085,G2700850,McLeod County,Minnesota,"McLeod County, Minnesota"
27087,G2700870,Mahnomen County,Minnesota,"Mahnomen County, Minnesota"
27089,G2700890,Marshall County,Minnesota,"Marshall County, Minnesota"
27091,G2700910,Martin County,Minnesota,"Martin County, Minnesota"
27093,G2700930,Meeker County,Minnesota,"Meeker County, Minnesota"
27095,G2700950,Mille Lacs County,Minnesota,"Mille Lacs County, Minnesota"
27097,G2700970,Morrison County,Minnesota,"Morrison County, Minnesota"
27099,G2700990,Mower County,Minnesota,"Mower County, Minnesota"
27101,G2701010,Murray County,Minnesota,"Murray County, Minnesota"
27103,G2701030,Nicollet County,Minnesota,"Nicollet County, Minnesota"
27105,G2701050,Nobles County,Minnesota,"Nobles County, Minnesota"
27107,G2701070,Norman County,Minnesota,"Norman County, Minnesota"
27109,G2701090,Olmsted County,Minnesota,"Olmsted County, Minnesota"
27111,G2701110,Otter Tail County,Minnesota,"Otter Tail County, Minnesota"
27113,G2701130,Pennington County,Minnesota,"Pennington County, Minnesota"
27115,G2701150,Pine County,Minnesota,"Pine County, Minnesota"
27117,G2701170,Pipestone County,Minnesota,"Pipestone County, Minnesota"
27119,G2701190,Polk County,Minnesota,"Polk County, Minnesota"
27121,G2701210,Pope County,Minnesota,"Pope County, Minnesota"
27123,G2701230,Ramsey County,Minnesota,"Ramsey County, Minnesota"
27125,G2701250,Red Lake County,Minnesota,"Red Lake County, Minnesota"
